STATION,NAME,DATE,PRCP
USC00410902,"BOERNE, TX US",8/17/16,0
USC00410902,"BOERNE, TX US",8/18/16,1.32
USC00410902,"BOERNE, TX US",8/19/16,0
USC00410902,"BOERNE, TX US",8/20/16,0
USC00410902,"BOERNE, TX US",8/21/16,0
USC00410902,"BOERNE, TX US",8/22/16,0
USC00410902,"BOERNE, TX US",8/23/16,0
USC00410902,"BOERNE, TX US",8/24/16,0
USC00410902,"BOERNE, TX US",8/25/16,0
USC00410902,"BOERNE, TX US",8/26/16,0
USC00410902,"BOERNE, TX US",8/27/16,0.22
USC00410902,"BOERNE, TX US",8/28/16,0.45
USC00410902,"BOERNE, TX US",8/29/16,0.12
USC00410902,"BOERNE, TX US",8/30/16,0.03
USC00410902,"BOERNE, TX US",8/31/16,0.01
USC00410902,"BOERNE, TX US",9/1/16,0.1
USC00410902,"BOERNE, TX US",9/2/16,0.1
USC00410902,"BOERNE, TX US",9/3/16,0
USC00410902,"BOERNE, TX US",9/4/16,0
USC00410902,"BOERNE, TX US",9/5/16,0
USC00410902,"BOERNE, TX US",9/6/16,0
USC00410902,"BOERNE, TX US",9/7/16,0
USC00410902,"BOERNE, TX US",9/8/16,0
USC00410902,"BOERNE, TX US",9/9/16,0.54
USC00410902,"BOERNE, TX US",9/10/16,0
USC00410902,"BOERNE, TX US",9/11/16,0
USC00410902,"BOERNE, TX US",9/12/16,1.88
USC00410902,"BOERNE, TX US",9/13/16,0
USC00410902,"BOERNE, TX US",9/14/16,0
USC00410902,"BOERNE, TX US",9/15/16,0
USC00410902,"BOERNE, TX US",9/16/16,0
USC00410902,"BOERNE, TX US",9/17/16,0
USC00410902,"BOERNE, TX US",9/18/16,0
USC00410902,"BOERNE, TX US",9/19/16,0
USC00410902,"BOERNE, TX US",9/20/16,0
USC00410902,"BOERNE, TX US",9/21/16,0
USC00410902,"BOERNE, TX US",9/22/16,0
USC00410902,"BOERNE, TX US",9/23/16,0
USC00410902,"BOERNE, TX US",9/24/16,0
USC00410902,"BOERNE, TX US",9/25/16,2.79
USC00410902,"BOERNE, TX US",9/26/16,0.03
USC00410902,"BOERNE, TX US",9/27/16,0
USC00410902,"BOERNE, TX US",9/28/16,0
USC00410902,"BOERNE, TX US",9/29/16,0
USC00410902,"BOERNE, TX US",9/30/16,0
USC00410902,"BOERNE, TX US",10/1/16,0
USC00410902,"BOERNE, TX US",10/2/16,0
USC00410902,"BOERNE, TX US",10/3/16,0
USC00410902,"BOERNE, TX US",10/4/16,0
USC00410902,"BOERNE, TX US",10/5/16,0
USC00410902,"BOERNE, TX US",10/6/16,0
USC00410902,"BOERNE, TX US",10/7/16,0.07
USC00410902,"BOERNE, TX US",10/8/16,0
USC00410902,"BOERNE, TX US",10/9/16,0
USC00410902,"BOERNE, TX US",10/10/16,0
USC00410902,"BOERNE, TX US",10/11/16,0
USC00410902,"BOERNE, TX US",10/12/16,0
USC00410902,"BOERNE, TX US",10/13/16,0
USC00410902,"BOERNE, TX US",10/14/16,0
USC00410902,"BOERNE, TX US",10/15/16,0
USC00410902,"BOERNE, TX US",10/16/16,1.5
USC00410902,"BOERNE, TX US",10/17/16,2.82
USC00410902,"BOERNE, TX US",10/18/16,0
USC00410902,"BOERNE, TX US",10/19/16,0
USC00410902,"BOERNE, TX US",10/20/16,0
USC00410902,"BOERNE, TX US",10/21/16,0
USC00410902,"BOERNE, TX US",10/22/16,0
USC00410902,"BOERNE, TX US",10/23/16,0
USC00410902,"BOERNE, TX US",10/24/16,0
USC00410902,"BOERNE, TX US",10/25/16,0
USC00410902,"BOERNE, TX US",10/26/16,0
USC00410902,"BOERNE, TX US",10/27/16,0
USC00410902,"BOERNE, TX US",10/28/16,0
USC00410902,"BOERNE, TX US",10/29/16,0
USC00410902,"BOERNE, TX US",10/30/16,0
USC00410902,"BOERNE, TX US",10/31/16,0
USC00410902,"BOERNE, TX US",11/1/16,0
USC00410902,"BOERNE, TX US",11/2/16,0
USC00410902,"BOERNE, TX US",11/3/16,0
USC00410902,"BOERNE, TX US",11/4/16,0
USC00410902,"BOERNE, TX US",11/5/16,0
USC00410902,"BOERNE, TX US",11/6/16,0
USC00410902,"BOERNE, TX US",11/7/16,0
USC00410902,"BOERNE, TX US",11/8/16,0.18
USC00410902,"BOERNE, TX US",11/9/16,0
USC00410902,"BOERNE, TX US",11/10/16,0
USC00410902,"BOERNE, TX US",11/11/16,0
USC00410902,"BOERNE, TX US",11/12/16,0
USC00410902,"BOERNE, TX US",11/13/16,0
USC00410902,"BOERNE, TX US",11/14/16,0.05
USC00410902,"BOERNE, TX US",11/15/16,0
USC00410902,"BOERNE, TX US",11/16/16,0
USC00410902,"BOERNE, TX US",11/17/16,0
USC00410902,"BOERNE, TX US",11/18/16,0
USC00410902,"BOERNE, TX US",11/19/16,0
USC00410902,"BOERNE, TX US",11/20/16,0
USC00410902,"BOERNE, TX US",11/21/16,0
USC00410902,"BOERNE, TX US",11/22/16,0.64
USC00410902,"BOERNE, TX US",11/23/16,0
USC00410902,"BOERNE, TX US",11/24/16,0
USC00410902,"BOERNE, TX US",11/25/16,0
USC00410902,"BOERNE, TX US",11/26/16,0
USC00410902,"BOERNE, TX US",11/27/16,0
USC00410902,"BOERNE, TX US",11/28/16,0
USC00410902,"BOERNE, TX US",11/29/16,0
USC00410902,"BOERNE, TX US",11/30/16,0
USC00410902,"BOERNE, TX US",12/1/16,0
USC00410902,"BOERNE, TX US",12/2/16,0
USC00410902,"BOERNE, TX US",12/3/16,0
USC00410902,"BOERNE, TX US",12/4/16,0
USC00410902,"BOERNE, TX US",12/5/16,0
USC00410902,"BOERNE, TX US",12/6/16,0
USC00410902,"BOERNE, TX US",12/7/16,0
USC00410902,"BOERNE, TX US",12/8/16,0
USC00410902,"BOERNE, TX US",12/9/16,0
USC00410902,"BOERNE, TX US",12/10/16,0
USC00410902,"BOERNE, TX US",12/11/16,0
USC00410902,"BOERNE, TX US",12/12/16,0
USC00410902,"BOERNE, TX US",12/13/16,0
USC00410902,"BOERNE, TX US",12/14/16,0
USC00410902,"BOERNE, TX US",12/15/16,0
USC00410902,"BOERNE, TX US",12/16/16,0
USC00410902,"BOERNE, TX US",12/17/16,0
USC00410902,"BOERNE, TX US",12/18/16,0
USC00410902,"BOERNE, TX US",12/19/16,0
USC00410902,"BOERNE, TX US",12/20/16,0
USC00410902,"BOERNE, TX US",12/21/16,0
USC00410902,"BOERNE, TX US",12/22/16,0
USC00410902,"BOERNE, TX US",12/23/16,0
USC00410902,"BOERNE, TX US",12/24/16,0
USC00410902,"BOERNE, TX US",12/25/16,0
USC00410902,"BOERNE, TX US",12/26/16,0
USC00410902,"BOERNE, TX US",12/27/16,0
USC00410902,"BOERNE, TX US",12/28/16,0
USC00410902,"BOERNE, TX US",12/29/16,0
USC00410902,"BOERNE, TX US",12/30/16,0.22
USC00410902,"BOERNE, TX US",12/31/16,0.03
USC00410902,"BOERNE, TX US",1/1/17,0
USC00410902,"BOERNE, TX US",1/2/17,0
USC00410902,"BOERNE, TX US",1/3/17,0
USC00410902,"BOERNE, TX US",1/4/17,0
USC00410902,"BOERNE, TX US",1/5/17,0
USC00410902,"BOERNE, TX US",1/6/17,0
USC00410902,"BOERNE, TX US",1/7/17,0
USC00410902,"BOERNE, TX US",1/8/17,0
USC00410902,"BOERNE, TX US",1/9/17,0
USC00410902,"BOERNE, TX US",1/10/17,0
USC00410902,"BOERNE, TX US",1/11/17,0
USC00410902,"BOERNE, TX US",1/12/17,0
USC00410902,"BOERNE, TX US",1/13/17,0
USC00410902,"BOERNE, TX US",1/14/17,0.56
USC00410902,"BOERNE, TX US",1/15/17,0
USC00410902,"BOERNE, TX US",1/16/17,0
USC00410902,"BOERNE, TX US",1/17/17,0.14
USC00410902,"BOERNE, TX US",1/18/17,0
USC00410902,"BOERNE, TX US",1/19/17,0
USC00410902,"BOERNE, TX US",1/20/17,0
USC00410902,"BOERNE, TX US",1/21/17,0.35
USC00410902,"BOERNE, TX US",1/22/17,0
USC00410902,"BOERNE, TX US",1/23/17,0
USC00410902,"BOERNE, TX US",1/24/17,0
USC00410902,"BOERNE, TX US",1/25/17,0
USC00410902,"BOERNE, TX US",1/26/17,0
USC00410902,"BOERNE, TX US",1/27/17,0
USC00410902,"BOERNE, TX US",1/28/17,0
USC00410902,"BOERNE, TX US",1/29/17,0
USC00410902,"BOERNE, TX US",1/30/17,0
USC00410902,"BOERNE, TX US",1/31/17,0
USC00410902,"BOERNE, TX US",2/1/17,0
USC00410902,"BOERNE, TX US",2/2/17,0
USC00410902,"BOERNE, TX US",2/3/17,0
USC00410902,"BOERNE, TX US",2/4/17,0
USC00410902,"BOERNE, TX US",2/5/17,0
USC00410902,"BOERNE, TX US",2/6/17,0.42
USC00410902,"BOERNE, TX US",2/7/17,0.06
USC00410902,"BOERNE, TX US",2/8/17,0
USC00410902,"BOERNE, TX US",2/9/17,0
USC00410902,"BOERNE, TX US",2/10/17,0
USC00410902,"BOERNE, TX US",2/11/17,0
USC00410902,"BOERNE, TX US",2/12/17,0
USC00410902,"BOERNE, TX US",2/13/17,0.42
USC00410902,"BOERNE, TX US",2/14/17,0
USC00410902,"BOERNE, TX US",2/15/17,0
USC00410902,"BOERNE, TX US",2/16/17,0
USC00410902,"BOERNE, TX US",2/17/17,0
USC00410902,"BOERNE, TX US",2/18/17,0
USC00410902,"BOERNE, TX US",2/19/17,0
USC00410902,"BOERNE, TX US",2/20/17,0
USC00410902,"BOERNE, TX US",2/21/17,0
USC00410902,"BOERNE, TX US",2/22/17,0.4
USC00410902,"BOERNE, TX US",2/23/17,0
USC00410902,"BOERNE, TX US",2/24/17,0
USC00410902,"BOERNE, TX US",2/25/17,0
USC00410902,"BOERNE, TX US",2/26/17,0
USC00410902,"BOERNE, TX US",2/27/17,0
USC00410902,"BOERNE, TX US",2/28/17,0
USC00410902,"BOERNE, TX US",3/1/17,0.2
USC00410902,"BOERNE, TX US",3/2/17,0
USC00410902,"BOERNE, TX US",3/3/17,0.05
USC00410902,"BOERNE, TX US",3/4/17,0
USC00410902,"BOERNE, TX US",3/5/17,0
USC00410902,"BOERNE, TX US",3/6/17,0
USC00410902,"BOERNE, TX US",3/7/17,0
USC00410902,"BOERNE, TX US",3/8/17,0
USC00410902,"BOERNE, TX US",3/9/17,0.03
USC00410902,"BOERNE, TX US",3/10/17,0
USC00410902,"BOERNE, TX US",3/11/17,0
USC00410902,"BOERNE, TX US",3/12/17,0
USC00410902,"BOERNE, TX US",3/13/17,0
USC00410902,"BOERNE, TX US",3/14/17,0
USC00410902,"BOERNE, TX US",3/15/17,0
USC00410902,"BOERNE, TX US",3/16/17,0
USC00410902,"BOERNE, TX US",3/17/17,0
USC00410902,"BOERNE, TX US",3/18/17,0
USC00410902,"BOERNE, TX US",3/19/17,0
USC00410902,"BOERNE, TX US",3/20/17,0
USC00410902,"BOERNE, TX US",3/21/17,0
USC00410902,"BOERNE, TX US",3/22/17,0
USC00410902,"BOERNE, TX US",3/23/17,0
USC00410902,"BOERNE, TX US",3/24/17,0
USC00410902,"BOERNE, TX US",3/25/17,0
USC00410902,"BOERNE, TX US",3/26/17,0
USC00410902,"BOERNE, TX US",3/27/17,0
USC00410902,"BOERNE, TX US",3/28/17,0
USC00410902,"BOERNE, TX US",3/29/17,0
USC00410902,"BOERNE, TX US",3/30/17,0
USC00410902,"BOERNE, TX US",3/31/17,0
USC00410902,"BOERNE, TX US",4/1/17,0
USC00410902,"BOERNE, TX US",4/2/17,0
USC00410902,"BOERNE, TX US",4/3/17,0
USC00410902,"BOERNE, TX US",4/4/17,0.05
USC00410902,"BOERNE, TX US",4/5/17,0
USC00410902,"BOERNE, TX US",4/6/17,0
USC00410902,"BOERNE, TX US",4/7/17,0
USC00410902,"BOERNE, TX US",4/8/17,0
USC00410902,"BOERNE, TX US",4/9/17,0
USC00410902,"BOERNE, TX US",4/10/17,0
USC00410902,"BOERNE, TX US",4/11/17,0.32
USC00410902,"BOERNE, TX US",4/12/17,0
USC00410902,"BOERNE, TX US",4/13/17,0
USC00410902,"BOERNE, TX US",4/14/17,0
USC00410902,"BOERNE, TX US",4/15/17,0
USC00410902,"BOERNE, TX US",4/16/17,0.01
USC00410902,"BOERNE, TX US",4/17/17,0.01
USC00410902,"BOERNE, TX US",4/18/17,0
USC00410902,"BOERNE, TX US",4/19/17,0.19
USC00410902,"BOERNE, TX US",4/20/17,0
USC00410902,"BOERNE, TX US",4/21/17,0
USC00410902,"BOERNE, TX US",4/22/17,0
USC00410902,"BOERNE, TX US",4/23/17,0
USC00410902,"BOERNE, TX US",4/24/17,0
USC00410902,"BOERNE, TX US",4/25/17,0
USC00410902,"BOERNE, TX US",4/26/17,0
USC00410902,"BOERNE, TX US",4/27/17,0.56
USC00410902,"BOERNE, TX US",4/28/17,0
USC00410902,"BOERNE, TX US",4/29/17,0
USC00410902,"BOERNE, TX US",4/30/17,0
USC00410902,"BOERNE, TX US",5/1/17,
USC00410902,"BOERNE, TX US",5/2/17,0
USC00410902,"BOERNE, TX US",5/3/17,
USC00410902,"BOERNE, TX US",5/4/17,
USC00410902,"BOERNE, TX US",5/5/17,0
USC00410902,"BOERNE, TX US",5/6/17,
USC00410902,"BOERNE, TX US",5/7/17,
USC00410902,"BOERNE, TX US",5/8/17,0
USC00410902,"BOERNE, TX US",5/9/17,0.15
USC00410902,"BOERNE, TX US",5/10/17,0.15
USC00410902,"BOERNE, TX US",5/11/17,0
USC00410902,"BOERNE, TX US",5/12/17,0.83
USC00410902,"BOERNE, TX US",5/13/17,0
USC00410902,"BOERNE, TX US",5/14/17,0
USC00410902,"BOERNE, TX US",5/15/17,0
USC00410902,"BOERNE, TX US",5/16/17,0
USC00410902,"BOERNE, TX US",5/17/17,0
USC00410902,"BOERNE, TX US",5/18/17,0
USC00410902,"BOERNE, TX US",5/19/17,0
USC00410902,"BOERNE, TX US",5/20/17,0.78
USC00410902,"BOERNE, TX US",5/21/17,0
USC00410902,"BOERNE, TX US",5/22/17,0
USC00410902,"BOERNE, TX US",5/23/17,0
USC00410902,"BOERNE, TX US",5/24/17,0
USC00410902,"BOERNE, TX US",5/25/17,0
USC00410902,"BOERNE, TX US",5/26/17,0
USC00410902,"BOERNE, TX US",5/27/17,0.47
USC00410902,"BOERNE, TX US",5/28/17,0
USC00410902,"BOERNE, TX US",5/29/17,0
USC00410902,"BOERNE, TX US",5/30/17,0
USC00410902,"BOERNE, TX US",5/31/17,0
USC00410902,"BOERNE, TX US",6/1/17,0
USC00410902,"BOERNE, TX US",6/2/17,0
USC00410902,"BOERNE, TX US",6/3/17,0
USC00410902,"BOERNE, TX US",6/4/17,0
USC00410902,"BOERNE, TX US",6/5/17,0
USC00410902,"BOERNE, TX US",6/6/17,0
USC00410902,"BOERNE, TX US",6/7/17,0
USC00410902,"BOERNE, TX US",6/8/17,0
USC00410902,"BOERNE, TX US",6/9/17,0
USC00410902,"BOERNE, TX US",6/10/17,0
USC00410902,"BOERNE, TX US",6/11/17,0
USC00410902,"BOERNE, TX US",6/12/17,0
USC00410902,"BOERNE, TX US",6/13/17,0
USC00410902,"BOERNE, TX US",6/14/17,0
USC00410902,"BOERNE, TX US",6/15/17,0
USC00410902,"BOERNE, TX US",6/16/17,0
USC00410902,"BOERNE, TX US",6/17/17,0
USC00410902,"BOERNE, TX US",6/18/17,0
USC00410902,"BOERNE, TX US",6/19/17,0
USC00410902,"BOERNE, TX US",6/20/17,0
USC00410902,"BOERNE, TX US",6/21/17,0
USC00410902,"BOERNE, TX US",6/22/17,0
USC00410902,"BOERNE, TX US",6/23/17,0
USC00410902,"BOERNE, TX US",6/24/17,0
USC00410902,"BOERNE, TX US",6/25/17,3.65
USC00410902,"BOERNE, TX US",6/26/17,0
USC00410902,"BOERNE, TX US",6/27/17,0
USC00410902,"BOERNE, TX US",6/28/17,0
USC00410902,"BOERNE, TX US",6/29/17,0
USC00410902,"BOERNE, TX US",6/30/17,0
USC00410902,"BOERNE, TX US",7/1/17,0
USC00410902,"BOERNE, TX US",7/2/17,0
USC00410902,"BOERNE, TX US",7/3/17,0
USC00410902,"BOERNE, TX US",7/4/17,0
USC00410902,"BOERNE, TX US",7/5/17,0
USC00410902,"BOERNE, TX US",7/6/17,0
USC00410902,"BOERNE, TX US",7/7/17,0
USC00410902,"BOERNE, TX US",7/8/17,0
USC00410902,"BOERNE, TX US",7/9/17,0
USC00410902,"BOERNE, TX US",7/10/17,0
USC00410902,"BOERNE, TX US",7/11/17,0
USC00410902,"BOERNE, TX US",7/12/17,0
USC00410902,"BOERNE, TX US",7/13/17,0
USC00410902,"BOERNE, TX US",7/14/17,0
USC00410902,"BOERNE, TX US",7/15/17,0
USC00410902,"BOERNE, TX US",7/16/17,0
USC00410902,"BOERNE, TX US",7/17/17,0
USC00410902,"BOERNE, TX US",7/18/17,0.03
USC00410902,"BOERNE, TX US",7/19/17,0
USC00410902,"BOERNE, TX US",7/20/17,0.05
USC00410902,"BOERNE, TX US",7/21/17,0
USC00410902,"BOERNE, TX US",7/22/17,0.5
USC00410902,"BOERNE, TX US",7/23/17,0
USC00410902,"BOERNE, TX US",7/24/17,0
USC00410902,"BOERNE, TX US",7/25/17,0
USC00410902,"BOERNE, TX US",7/26/17,0
USC00410902,"BOERNE, TX US",7/27/17,0
USC00410902,"BOERNE, TX US",7/28/17,0
USC00410902,"BOERNE, TX US",7/29/17,0
USC00410902,"BOERNE, TX US",7/30/17,0
USC00410902,"BOERNE, TX US",7/31/17,0
USC00410902,"BOERNE, TX US",8/1/17,0
USC00410902,"BOERNE, TX US",8/2/17,0
USC00410902,"BOERNE, TX US",8/3/17,0
USC00410902,"BOERNE, TX US",8/4/17,0
USC00410902,"BOERNE, TX US",8/5/17,0
USC00410902,"BOERNE, TX US",8/6/17,0
USC00410902,"BOERNE, TX US",8/7/17,0
USC00410902,"BOERNE, TX US",8/8/17,0
USC00410902,"BOERNE, TX US",8/9/17,0
USC00410902,"BOERNE, TX US",8/10/17,0
USC00410902,"BOERNE, TX US",8/11/17,0
USC00410902,"BOERNE, TX US",8/12/17,0
USC00410902,"BOERNE, TX US",8/13/17,0
USC00410902,"BOERNE, TX US",8/14/17,0
USC00410902,"BOERNE, TX US",8/15/17,0
USC00410902,"BOERNE, TX US",8/16/17,0
USC00410902,"BOERNE, TX US",8/17/17,0
USC00410902,"BOERNE, TX US",8/18/17,0
USC00410902,"BOERNE, TX US",8/19/17,0
USC00410902,"BOERNE, TX US",8/20/17,0.08
USC00410902,"BOERNE, TX US",8/21/17,0
USC00410902,"BOERNE, TX US",8/22/17,0
USC00410902,"BOERNE, TX US",8/23/17,0
USC00410902,"BOERNE, TX US",8/24/17,0
USC00410902,"BOERNE, TX US",8/25/17,0
USC00410902,"BOERNE, TX US",8/26/17,0
USC00410902,"BOERNE, TX US",8/27/17,0
USC00410902,"BOERNE, TX US",8/28/17,0.05
USC00410902,"BOERNE, TX US",8/29/17,0
USC00410902,"BOERNE, TX US",8/30/17,0
USC00410902,"BOERNE, TX US",8/31/17,0
USC00410902,"BOERNE, TX US",9/1/17,0.04
USC00410902,"BOERNE, TX US",9/2/17,0
USC00410902,"BOERNE, TX US",9/3/17,1.47
USC00410902,"BOERNE, TX US",9/4/17,0.73
USC00410902,"BOERNE, TX US",9/5/17,0.18
USC00410902,"BOERNE, TX US",9/6/17,0
USC00410902,"BOERNE, TX US",9/7/17,0
USC00410902,"BOERNE, TX US",9/8/17,0
USC00410902,"BOERNE, TX US",9/9/17,0
USC00410902,"BOERNE, TX US",9/10/17,0
USC00410902,"BOERNE, TX US",9/11/17,0
USC00410902,"BOERNE, TX US",9/12/17,0
USC00410902,"BOERNE, TX US",9/13/17,0
USC00410902,"BOERNE, TX US",9/14/17,0
USC00410902,"BOERNE, TX US",9/15/17,0
USC00410902,"BOERNE, TX US",9/16/17,0
USC00410902,"BOERNE, TX US",9/17/17,0
USC00410902,"BOERNE, TX US",9/18/17,0.02
USC00410902,"BOERNE, TX US",9/19/17,0.05
USC00410902,"BOERNE, TX US",9/20/17,0.26
USC00410902,"BOERNE, TX US",9/21/17,0.3
USC00410902,"BOERNE, TX US",9/22/17,0
USC00410902,"BOERNE, TX US",9/23/17,0
USC00410902,"BOERNE, TX US",9/24/17,0
USC00410902,"BOERNE, TX US",9/25/17,0
USC00410902,"BOERNE, TX US",9/26/17,0
USC00410902,"BOERNE, TX US",9/27/17,0
USC00410902,"BOERNE, TX US",9/28/17,0
USC00410902,"BOERNE, TX US",9/29/17,0
USC00410902,"BOERNE, TX US",9/30/17,0
USC00410902,"BOERNE, TX US",10/1/17,0
USC00410902,"BOERNE, TX US",10/2/17,0
USC00410902,"BOERNE, TX US",10/3/17,0
USC00410902,"BOERNE, TX US",10/4/17,0
USC00410902,"BOERNE, TX US",10/5/17,0
USC00410902,"BOERNE, TX US",10/6/17,0
USC00410902,"BOERNE, TX US",10/7/17,0
USC00410902,"BOERNE, TX US",10/8/17,0
USC00410902,"BOERNE, TX US",10/9/17,0
USC00410902,"BOERNE, TX US",10/10/17,0
USC00410902,"BOERNE, TX US",10/11/17,0
USC00410902,"BOERNE, TX US",10/12/17,0
USC00410902,"BOERNE, TX US",10/13/17,0
USC00410902,"BOERNE, TX US",10/14/17,0
USC00410902,"BOERNE, TX US",10/15/17,0
USC00410902,"BOERNE, TX US",10/16/17,0
USC00410902,"BOERNE, TX US",10/17/17,0
USC00410902,"BOERNE, TX US",10/18/17,0.95
USC00410902,"BOERNE, TX US",10/19/17,0
USC00410902,"BOERNE, TX US",10/20/17,0
USC00410902,"BOERNE, TX US",10/21/17,0
USC00410902,"BOERNE, TX US",10/22/17,0
USC00410902,"BOERNE, TX US",10/23/17,0
USC00410902,"BOERNE, TX US",10/24/17,0
USC00410902,"BOERNE, TX US",10/25/17,0
USC00410902,"BOERNE, TX US",10/26/17,0
USC00410902,"BOERNE, TX US",10/27/17,0
USC00410902,"BOERNE, TX US",10/28/17,0
USC00410902,"BOERNE, TX US",10/29/17,0
USC00410902,"BOERNE, TX US",10/30/17,0
USC00410902,"BOERNE, TX US",10/31/17,0
USC00410902,"BOERNE, TX US",11/1/17,0
USC00410902,"BOERNE, TX US",11/2/17,0
USC00410902,"BOERNE, TX US",11/3/17,0
USC00410902,"BOERNE, TX US",11/4/17,0
USC00410902,"BOERNE, TX US",11/5/17,0
USC00410902,"BOERNE, TX US",11/6/17,0
USC00410902,"BOERNE, TX US",11/7/17,0
USC00410902,"BOERNE, TX US",11/8/17,0
USC00410902,"BOERNE, TX US",11/9/17,0
USC00410902,"BOERNE, TX US",11/10/17,0
USC00410902,"BOERNE, TX US",11/11/17,0
USC00410902,"BOERNE, TX US",11/12/17,0
USC00410902,"BOERNE, TX US",11/13/17,0
USC00410902,"BOERNE, TX US",11/14/17,0
USC00410902,"BOERNE, TX US",11/15/17,0
USC00410902,"BOERNE, TX US",11/16/17,0
USC00410902,"BOERNE, TX US",11/17/17,0.79
USC00410902,"BOERNE, TX US",11/18/17,0
USC00410902,"BOERNE, TX US",11/19/17,0
USC00410902,"BOERNE, TX US",11/20/17,0
USC00410902,"BOERNE, TX US",11/21/17,0
USC00410902,"BOERNE, TX US",11/22/17,0
USC00410902,"BOERNE, TX US",11/23/17,0
USC00410902,"BOERNE, TX US",11/24/17,0
USC00410902,"BOERNE, TX US",11/25/17,0
USC00410902,"BOERNE, TX US",11/26/17,0
USC00410902,"BOERNE, TX US",11/27/17,0
USC00410902,"BOERNE, TX US",11/28/17,0
USC00410902,"BOERNE, TX US",11/29/17,0
USC00410902,"BOERNE, TX US",11/30/17,0
USC00410902,"BOERNE, TX US",12/1/17,0
USC00410902,"BOERNE, TX US",12/2/17,0
USC00410902,"BOERNE, TX US",12/3/17,0
USC00410902,"BOERNE, TX US",12/4/17,0
USC00410902,"BOERNE, TX US",12/5/17,0
USC00410902,"BOERNE, TX US",12/6/17,0
USC00410902,"BOERNE, TX US",12/7/17,0
USC00410902,"BOERNE, TX US",12/8/17,0
USC00410902,"BOERNE, TX US",12/9/17,0
USC00410902,"BOERNE, TX US",12/10/17,0
USC00410902,"BOERNE, TX US",12/11/17,0
USC00410902,"BOERNE, TX US",12/12/17,0
USC00410902,"BOERNE, TX US",12/13/17,0
USC00410902,"BOERNE, TX US",12/14/17,0
USC00410902,"BOERNE, TX US",12/15/17,0
USC00410902,"BOERNE, TX US",12/16/17,0
USC00410902,"BOERNE, TX US",12/17/17,0.05
USC00410902,"BOERNE, TX US",12/18/17,0
USC00410902,"BOERNE, TX US",12/19/17,0
USC00410902,"BOERNE, TX US",12/20/17,0
USC00410902,"BOERNE, TX US",12/21/17,0
USC00410902,"BOERNE, TX US",12/22/17,0
USC00410902,"BOERNE, TX US",12/23/17,0
USC00410902,"BOERNE, TX US",12/24/17,0
USC00410902,"BOERNE, TX US",12/25/17,0
USC00410902,"BOERNE, TX US",12/26/17,0
USC00410902,"BOERNE, TX US",12/27/17,0
USC00410902,"BOERNE, TX US",12/28/17,0
USC00410902,"BOERNE, TX US",12/29/17,0
USC00410902,"BOERNE, TX US",12/30/17,0
USC00410902,"BOERNE, TX US",12/31/17,0
USC00410902,"BOERNE, TX US",1/1/18,0
USC00410902,"BOERNE, TX US",1/2/18,0
USC00410902,"BOERNE, TX US",1/3/18,0
USC00410902,"BOERNE, TX US",1/4/18,0
USC00410902,"BOERNE, TX US",1/5/18,0
USC00410902,"BOERNE, TX US",1/6/18,0
USC00410902,"BOERNE, TX US",1/7/18,0
USC00410902,"BOERNE, TX US",1/8/18,0
USC00410902,"BOERNE, TX US",1/9/18,0
USC00410902,"BOERNE, TX US",1/10/18,0
USC00410902,"BOERNE, TX US",1/11/18,0.1
USC00410902,"BOERNE, TX US",1/12/18,0
USC00410902,"BOERNE, TX US",1/13/18,0
USC00410902,"BOERNE, TX US",1/14/18,0
USC00410902,"BOERNE, TX US",1/15/18,0
USC00410902,"BOERNE, TX US",1/16/18,0
USC00410902,"BOERNE, TX US",1/17/18,0
USC00410902,"BOERNE, TX US",1/18/18,0
USC00410902,"BOERNE, TX US",1/19/18,0
USC00410902,"BOERNE, TX US",1/20/18,0
USC00410902,"BOERNE, TX US",1/21/18,0
USC00410902,"BOERNE, TX US",1/22/18,0
USC00410902,"BOERNE, TX US",1/23/18,0
USC00410902,"BOERNE, TX US",1/24/18,0
USC00410902,"BOERNE, TX US",1/25/18,0
USC00410902,"BOERNE, TX US",1/26/18,0
USC00410902,"BOERNE, TX US",1/27/18,0.18
USC00410902,"BOERNE, TX US",1/28/18,0
USC00410902,"BOERNE, TX US",1/29/18,0
USC00410902,"BOERNE, TX US",1/30/18,0
USC00410902,"BOERNE, TX US",1/31/18,0
USC00410902,"BOERNE, TX US",2/1/18,0.07
USC00410902,"BOERNE, TX US",2/2/18,0
USC00410902,"BOERNE, TX US",2/3/18,0
USC00410902,"BOERNE, TX US",2/4/18,0
USC00410902,"BOERNE, TX US",2/5/18,0
USC00410902,"BOERNE, TX US",2/6/18,0
USC00410902,"BOERNE, TX US",2/7/18,0
USC00410902,"BOERNE, TX US",2/8/18,0
USC00410902,"BOERNE, TX US",2/9/18,0.3
USC00410902,"BOERNE, TX US",2/10/18,0.23
USC00410902,"BOERNE, TX US",2/11/18,0
USC00410902,"BOERNE, TX US",2/12/18,0
USC00410902,"BOERNE, TX US",2/13/18,0
USC00410902,"BOERNE, TX US",2/14/18,0
USC00410902,"BOERNE, TX US",2/15/18,0
USC00410902,"BOERNE, TX US",2/16/18,0
USC00410902,"BOERNE, TX US",2/17/18,0
USC00410902,"BOERNE, TX US",2/18/18,0.07
USC00410902,"BOERNE, TX US",2/19/18,0.94
USC00410902,"BOERNE, TX US",2/20/18,0
USC00410902,"BOERNE, TX US",2/21/18,0
